id,qid1,qid2,question1,question2,is_duplicate
3441,6821,6822,What's it like to be a pornstar?,What is it like to have a pornstar as a wife?,0
3442,6823,6824,Why do electrons repel each other?,How/Why do electrons repulse each other?,1
3443,6825,6826,"I drink about a bottle of wine a night. If I stop drinking, will I lose weight quickly?","If I'm lost in the desert and have no water for a full day and find a bottle of vodka, should I drink it? What about wine or beer?",0
3444,6827,6828,Is there a way to get a user's friends' email address through Facebook API for php?,Is there any way to get a user's email address through Twitter OAuth API?,0
3445,6829,6830,Can Bsc visual communication graduate apply for government jobs?,How do I apply for government job after BBA?,0
3446,6831,6832,"What percentage of commission do sellers need to pay e-commerce websites like Flipkart, eBay, Amazon, Shopclues, Shimply, Myntra etc., when selling clothing such as t-shirts?","I do not have any offline store. Can I register myself as a seller/retailer on e-commerce websites such as Amazon, Flipkart, eBay, etc.?",0
3447,6833,6834,What is the toughest question asked in upsc interview?,What are the toughest questions asked in UPSC CSE interviews?,0
3448,728,6835,How can I write a letter to Mr. Narendra Modi?,How is the daily life of Mr. Narendra modi?,0
3449,6836,6837,What makes banana bread so moist?,What is the best way to make moist bread?,0
3450,6838,6839,Where can I get professional painting experience in North Sydney?,Where can I get very professional painting service in North Sydney?,1
3451,6840,6841,How can I pass 70-411 certification exam?,What things do Chinese people find strange about the West?,0
3452,6842,6843,Could One Punch Man kill Wolverine or Deadpool?,Who would win in a one on one fight Saitama from One Punch Man or Naruto from Naruto?,0
3453,6844,6845,How is school changing in the 21st century in Canada?,How is school changing in the 21st century in Thailand?,0
3454,6846,6847,Why AAP’s MLA Dinesh Mohaniya has been arrested?,What are your views on the latest sex scandal by AAP MLA Sandeep Kumar?,0
3455,6848,6849,What are some questions that I may be asked in a Google interview?,What questions are asked in Google Interviews?,1
3456,6850,6851,Why should one read books?,Why should we read more books?,1
3457,6852,6853,Why did Disney change the Star Wars story (i.e. what is Canon and what is Legends)?,Star Wars Legends: Is Gilad Pellaeon a good person?,0
3458,6854,6855,Is using WiFi during a thunderstorm dangerous?,Can thunderstorms cause a power outage?,0
3459,6856,6857,Are there more colors in a rainbow than the seven usually mentioned?,Are there more riots today than in the past?,0
3460,6858,6859,Why do Indians get so few medals in the Olympics compared to China?,Why India has few medals in the olympic table when compared to chinese and rest of the world in terms of their population?,1
3461,6860,6063,What phone should I buy under Rs 15000?,Which is best mobile under 15000?,1
3462,6861,6862,Where can I watch in English dub boruto Naruto the movie?,Naruto: when will they english dub up to the last chapter?,0
3463,6863,6864,What is time dilation?,What is the meaning of time dilation?,1
3464,6865,6866,How do I get rid of the fats covering my muscles all over my body?,How do I get rid of fat?,1
3465,6867,6868,"Can I make 10,000 a week betting on horses?","Can I make 30,000 a month betting on horses?",1
3466,6869,6870,Is incognitovpn.com legit?,What is clk.atdmt.com? Is it legit?,0
3467,6871,6872,How do I make my penis longer?,How can the penis be enlarged?,1
3468,6873,6874,"What is Ontario's motto and its significance, how does it compare to California's?","What is Ontario's motto and its significance, how does it compare to Alaska's?",0
3469,6875,6876,Why Mn+7 is colourless?,What are some of the most commonly asked questions in general knowledge quizzes?,0
3470,6877,6878,On what sites can I watch movies with English subtitles for free?,I want to watch movies in German with subtitles in English. Where can I find them?,0
3471,6879,6880,What are the biggest misconceptions about sex?,What are the common misconceptions about masturbation?,0
3472,6881,6882,"What are the side effects of eating junk food (like Lays, Kurkure, etc.) regularly?",Is it okay to eat junk food once in a while?,0
3473,6883,6884,"If an instagram account is temporarily disabled, how long before its deleted?",What is the time limit to temporarily deactivate Instagram account?,0
3474,6885,6886,"What are the differences between sheep, lamb, goat, ram and mutton?",Why is lamb more popular than mutton in the UK when it is clearly the inferior meat? If it's to do with cost-effectiveness how come other countries don't suffer the same problem?,0
3475,1601,6887,How do I get my ex back?,How do I get my ex boyfriend back?,1
3476,6888,6889,What are the best and worst after effects of bank note withdrawal in India?,What are positive and negative effects of demonetization?,0
3477,6890,6891,Why do people resort to bullying?,Why do people bully others?,1
3478,6892,1310,Which is the best way to control anger?,How can someone control their anger?,1
3479,6893,6894,How do I reset my email password?,How do I reset a Gmail password by email?,0
3480,6895,6896,How can I find my deleted contact's?,How do you delete a contact on Outlook?,0
3481,6897,6898,What was there before the Universe?,What was there before universe was born?,1
3482,6899,6900,Which is the best online website for learning guitar?,Which is the best online site for learning to play the guitar?,1
3483,6901,6902,How is the father of earth?,Is it bad to feel embarrassed by my father?,0
3484,6903,6904,"What are the rules in the ""bro code""?","What are the top 20 ""bro code rules"" according to you?",0
3485,6905,6906,Why did you stop writing your blog for a long time?,Why did you stop writing at blog?,0
3486,6907,6908,Can anxiety be the reason for causing yellow stool?,What could causes blood in the stool of a dog and diarrhea? How is it treated?,0
3487,6909,6910,Are there differences in the targeting/types of proteins translated in the cytosol and those transcribed in the rough/smooth endoplasmic reticulum?,How do the smooth and rough endoplasmic reticulums differ?,0
3488,6911,6912,What is going to be the fate of Indian economy if Indians stop buying Chinese product and the whole trade between India and China comes to an end?,What will be the effect in the economy of China if Indians boycott all the Chinese products?,1
3489,6913,6914,What is living in Libya like for now?,What is it like to live in Libya?,0
3490,6915,6916,How can I use my gift for explaining things to others?,What does Denmark's economy depend on?,0
3491,6917,6918,What is the difference between first and third-party cookies?,Why do people think of third-party cookies as evil?,0
3492,6919,6920,What is the definition of 'levity' and how is it used in a sentence?,What is the definition of 'scrawny' and how is it used in a sentence?,0
3493,6921,6922,What are the grants by govt of India for startups in India?,How does the govt of india work?,0
3494,6923,6924,What incident restored your faith in Humanity?,What experience has most restored your faith in humanity?,1
3495,6925,6926,Are gluons just a really large number (an ocean) of photons absorbed by and part of all nuclei?,I am eating 8 full eggs per day. Is it okay or does it lead to anything dangerous? Pleasw help me guys,0
3496,6927,6928,My ex-girlfriend is in my class and I am unable to face her. I feel emotionally tortured because I still have the same love for her. How do I face her? She hates me and I still love her?,My ex-girlfriend is in my class and I am unable to face her. I feel emotionally tortured because I still have the same love for her. How do I face her?,1
3497,6929,6930,How you make money?,What is the best way make extra money?,1
3498,6931,6932,What are good gifts for a foreign visitor to bring when they're invited to someone's home in Guam for the first time?,What are good gifts for a foreign visitor to bring when they're invited to someone's home in France for the first time?,0
3499,6933,6934,Is Snapchat purposefully leaking false acquisition rumors in order to raise funds at a high valuation?,How can I create and host an Our Story / Live Story event within Snapchat? Who can I contact at Snapchat to start a Live Story?,0
3500,6935,6936,Why do I always feel alone?,Why do I feel alone sometimes?,1
3501,6937,6938,How will Trump’s presidency affect international students in the US?,How might Trump affect the status of foreign students at top universities in the US?,1
3502,6939,6940,What are the time slots available in CAT 2016?,What are the time slots of CAT 2016 exam?,1
3503,6941,4106,"I am a 15 year old girl and I have really heavy cellulite on my butt and thighs, does anybody know how to get rid of it?","I am in good shape but have a trouble spot of cellulite right under my glutes at the top of my thighs, how can I get rid of this?",1
3504,6942,6943,I changed my sim card but use the same phone. Will the new Viber account from my latest sim card overwrite my previous Viber accounts data? Can I recover it using a third party app?,How can I use my old phone number in Viber if it still asks for confirmation using my new number?,0
3505,6944,6945,Should the major parties require the presidential nominees to agree to release their tax returns?,Should Presidential candidates be required to release their tax returns?,0
3506,6946,6947,"I have completed electrical and electronics engineering, I want to do MS in MIS, so what job should I do within these six months?",Where was Von Arnim's 3rd Battalion during the battle of Jena and Auerstedt?,0
3507,6948,6949,How would the world be different if the Roman Empire never fell?,What if the Roman Empire Never Fell?,1
3508,6950,6951,"I want to kill myself, my life has no meaning, what should I do?","I'm 40, I hate my life. I want to end my misery but I can't. Why can't I kill myself?",0
3509,6952,6953,How do I recover my lost Gmail password if I don't have the same number and don't remember the recovery email?,How do I reset my gmail password when they are not highlighting my recovery email option?,1
3510,6954,6955,Why do I feel anxious?,Living Yogic Life: Why do some people feel anxious all the time?,0
3511,6956,6957,How does hypnosis work or may help?,Does hypnosis work?,1
3512,6958,6959,How come I can't feel any connection with anyone In my life?,"Life Advice: My (now ex) boyfriend cheated on me with someone I am related to and I feel so foolish and humiliated, how can I cope with this in a healthy way and not blame myself?",0
3513,6960,6961,What is the process for electronic recycling at Walmart? What does the Walmart return sticker look like?,Why Salman Khan is not richer than Shah Rukh Khan?,0
3514,6962,6963,What does it mean if you think about someone everyday?,What does it mean to think the world of someone?,0
3515,6964,6965,I am grumpy nowadays when I wake up. I lose my temper lot faster. Is there any explanation? Any work around suggestions would help.,Why did Soekarno say this?,0
3516,6966,6967,Why do babies cry soon after they are delivered? What is the scientific reason behind it?,What is the reason behind delayed first cry of a just born baby?,0
3517,6968,6969,What is unusual or different about the food and cuisine in São Tomé and Príncipe?,What is unusual or different about the food and cuisine in Jamaica?,0
3518,6970,6971,What is Shah Rukh Khan doing now?,What is your review of Shahrukh Khan (actor)?,0
3519,6972,6973,Which citizenship is the easiest to obtain and how?,What is the easiest citizenship to obtain and how?,1
3520,6974,6975,What is the best civilization in Age of Empires III?,How can I defeat the French in Age of Empires 3?,0
3521,6976,6977,"China is planning to introduce a policy called ""One belt, One Road"". Can we call this is a new silk route? How will this policy affect neighboring countries? Will this move help in improving international relations of China with Japan?","How do you think of the strategy ""One belt, one road "" advocated by China? What will it bring to the countries along the line?",0
3522,6978,6979,What are the best ways to improve my writing skills in English?,How can I improve my English writing skills?,1
3523,6980,6981,What are the best technology for mobile phones?,What is the best app for a mobile phone?,0
3524,6982,6983,Why doesn’t the Chinese president Xi attend the funeral of Shimon Peres and Mandela?,How competitive is the hiring process at Flotek Industries?,0
3525,6984,6985,What are some noteworthy things that happened to you in the course of being a promiscuous man?,What are some noteworthy things that happened to you in the course of being a promiscuous woman?,0
3526,6986,6987,What does agape mean?,What is agape (love)?,1
3527,6988,6989,Is there a astronomical model that would generate the very long seasons found in Westeros/Essos?,"In Game of Thrones, winter and summer can last for years and vary in length. What solar/planetary configuration could possibly produce such dramatic seasons?",0
3528,6990,6991,Why was Jayalalitha buried but not cremated as per Hindu tradition?,Why was Jayalalitha buried and not cremated?,1
3529,6992,6993,How do I get rid of acne on my face? I workout daily and wash my face twice a day.,How can I get rid of acne and scars?,1
3530,6994,6995,How do I last longer in sex?,I am a 20 year old male. How can I last longer during sex?,1
3531,6996,6997,How much are protein shakes helpful for weight loss?,How do protein shakes help me lose weight?,1
3532,6998,6999,Can a muslim man date a foreign girl?,Can male muslim date a foreign girl?,1
3533,7000,7001,I am having 99 fever daily and sometimes I get headaches. What should I do about this problem and is getting 99.5 fever daily bad?,Why did I get a fever?,0
3534,7002,7003,Daniel Ek: When is Spotify coming to india?,Why doesn't Spotify work in India?,1
3535,7004,7005,Why does my phone hang up itself?,How can I speed up my records on my phone?,0
3536,7006,7007,What happens when 0 Gb Disk space is reached ?,Is there a Pokemon Fan game or Romhack set during the war?,0
3537,7008,7009,"What are some sentence examples using ""contemporary""?","What are some sentence examples using ""into""?",0
3538,7010,7011,What are some examples of antitrust laws?,What are some examples of common law?,0
3539,7012,7013,Can you change your team on Pokemon Go?,Can you change the team in Pokémon GO?,1
3540,7014,7015,What are your 5 favorite poems?,What's your favorite poem?,1
3541,7016,3595,How can I lose weight safely?,How do i lose weight?,1
3542,7017,7018,What is the difference between a premier and authentic NHL jersey?,What is the difference between the FA Cup and the Capital One Cup?,0
3543,7019,7020,What is coplanar force?,Is net force an actual force?,0
3544,7021,7022,When was the last year that America was great according to the Trump campaign?,When was the last time America was great according to Trump's “Make America Great Again” slogan?,1
3545,7023,7024,What is the best beginner friendly book on python?,What is the best beginner's book on Python?,1
3546,7025,7026,What exercise should be done to reduce belly fats?,What are the most effective exercises to reduce belly fat?,1
3547,7027,7028,What is the difference between 0^0 and 0^1?,What is the difference between 0/0 and 1/0?,0
3548,7029,7030,How can I transfer my ICICI credit card balance amount to my ICICI bank account? Will they charge me for this transfer?,What would you recommend to someone who has really high goals but laughingly inadequate actions along with very low threshold of satisfaction?,0
3549,7031,7032,What is wrong with my hand?,What's wrong with my hands?,0
3550,7033,7034,What are some good tips for self study?,What are some tips for self study?,1
3551,7035,7036,How is the density of aluminum measured? What is its value in grams per cubic centimeter?,If someone is more good at programming then does that mean I am not good programmer?,0
3552,7037,7038,Why Suzlon share failing after good results?,Is it good to buy Asian Paint shares at CMP?,0
3553,7039,7040,What is Impulsiveness?,What is impulse?,0
3554,7041,7042,Can I ask the HR if I can re-apply for the same position in the company for which I had been interviewed before?,How long might one wait to hear something after applying for an academic position in the US?,0
3555,7043,7044,Why do ISIS fighters cover their faces?,Why do Islamist terrorists cover their faces?,1
3556,7045,7046,How do I save pictures from shareit history even the pictures are not there in gallery?,Pictures transferred from shareit having storage location in sd card does not appear in gallery?  ,0
3557,7047,7048,"Which is more common among people, tolerance or patience?",Geographical location land use constraint?,0
3558,7049,7050,What is your review of Presence of Mind?,What is presence of mind?,0
3559,7051,7052,"What are necessities of president post in India, is it just to copy British system?",Can anyone help me with reading of my palm?,0
3560,7053,7054,How can we check whether a number is prime or not?,What's the best algorithm to check if a number is prime?,0
3561,7055,7056,"I changed my name, but the person did a mistake. My new name is what I wanted but my old one in the form is incorrect. So is my name changed or not?","In the U.S., is it okay for me to tell my Chinese coworker that lip-smicker-smackering and slurping are considered rude?",0
3562,7057,7058,"Does the female body undergo changes after losing virginity? If not, why would people think it does?",What might be the reasons why people sometimes believe a woman's body changes after she loses her virginity?,1
3563,7059,7060,Is world war 3 likely?,How soon is world war III?,1
3564,7061,7062,What is cognitive behavior therapy training?,What is cognitive behavior therapy?,0
3565,7063,7064,How do I learn c language efficiently online?,How can I learn C++ language efficiently?,0
3566,7065,7066,What does it feel like to live in a high-rise building with floor to ceiling windows that go from wall to wall?,Who owns the high rise buildings in newyork? how to invest money into high rise buildings?,0
3567,7067,7068,How can I become comfortable being alone?,How do you become comfortable being alone?,1
3568,7069,7070,What do you think of Vladimir Putin?,What does Vladimir Putin think of NATO?,0
3569,7071,7072,What are best job portals in india?,What are the best job portals for freshers in India?,1
3570,7073,7074,"What is the fishing industry like in Barbados, how does it compare to the fishing industry in Honduras?","What is the fishing industry like in Barbados, how does it compare to the fishing industry in other countries?",0
3571,7075,7076,Can Gary Johnson win?,What would be required for Gary Johnson to win?,1
3572,7077,7078,Why does salt melt ice?,How does salt melt ice and snow so quickly?,1
3573,7079,7080,If 15G form submitted then interest earn will be taxable or not?,"Is the money we are earning online with AdSense, Affiliates and payment through Paypal taxable or not? Should I pay tax on this income as normal?",0
3574,7081,7082,I need a international driving licence without visa? What should I do now…,What licence do I need to fly a small size UAV around a city streets?,0
3575,7083,7084,How do you personally know that someone doesn't like you?,How do you know the girl you like doesn't like you?,0
3576,7085,7086,Is it possible that Donald Trump has a mental problem?,Is Donald Trump mentally ill?,1
3577,7087,7088,How can an adult male increase his height after 22?,How do I increase our height after 21?,1
3578,7089,7090,How exactly are the ICSE 2016 papers going to be corrected ?,How do I get a 100 in icse 2016 geography?,0
3579,7091,7092,What workout clothes did guys wear in the year 1990?,What workout clothes did guys wear in the summer back in the year 1990?,1
3580,7093,7094,What side business can make you $500-$1000/week?,What side business can make you $1000-$2000 a week?,0
3581,7095,7096,How can I overcome my fear of diseases?,What should I do to overcome this fear?,0
3582,7097,7098,Why is the Zabbix server not running? How can I fix it?,Why is my proxy server is refusing connections? How do I fix this?,0
3583,7099,7100,Why can I upvote this Quora question?,Why am I not allowed to answer some questions on Quora?,0
3584,7101,7102,How would life on earth be different if we had two moons?,What would life be like on earth if we had two moons?,1
3585,7103,7104,"A photon leaves the sun, hits a leaf, hits my retina. Is the photon that hit my retina exactly the same photon from the Sun?",What happens when a photon hits the boundary of the universe?,0
3586,7105,7106,What are the requirements of modulation?,What is the requirement of modulation?,1
3587,7107,7108,What is the relationship between E(1/x) and 1/E(x)?,What is the relationship between e and π?,0
3588,7109,7110,Why can't India ban the import of Chinese products in India?,Should India ban all Chinese goods or anything which is made in China?,1
3589,7111,7112,What is knowledge management?,What is professional knowledge management?,0
3590,7113,7114,"What is the architecture, context, and identity of Chaura Rasta, Jaipur?",What is pan-Chinese identity?,0
3591,7115,7116,How do I become mentally stronger?,How do I be mentally strong?,1
3592,7117,7118,What books should I study and practice to crack NEET 2017?,What are the books that I need to study to crack NEET 2017?,1
3593,7119,7120,What are the best resources for learning Ecuadorian Sign Language?,What are the best resources for learning Uruguayan Sign Language?,0
3594,7121,7122,What if American politicians all became non- christians? For ex. Buddhists or Hindus,Is it true that all Buddhists/Hindus are ascetic mystics or do there exist mundane/materialist adherents?,0
3595,7123,7124,How do I raise a fund for a startup IT company?,What are the best ways to raise funds for a startup?,0
3596,7125,7126,What are some tips on making it through the job interview process at VCA Antech?,How can i use dslr camera in microscopic photography?,0
3597,7127,7128,"Is there a country in this world that doesn't have a national anthem or national song? If so, which ones?",What are the best national anthems?,0
3598,7129,7130,What are the benefits of public speaking?,What is the most interesting topic to do a class presentation on?,0
3599,7131,7132,What happens if you run from the police in a car and get away?,How can I stay on the run from police?,0
3600,7133,7134,How do I find angel investors?,Where can I find and pitch angel investors?,1
3601,7135,7136,How do I influence my crush?,How do I begin to talk to my crush?,1
3602,7137,7138,"Candidate status in Accenture Portal is showing ""Status Not Available"" what does it means?",What does Candidate Currently Unavailable status mean in accenture portal?,1
3603,7139,7140,Where can I get cigarettes post midnight in mumbai?,How do I get rid of dark (black) lips due to smoking cigarettes?,0
3604,7141,7142,Are race relations better or worse under President Obama?,Have race relations improved or gotten worse during the past 8 years?,1
3605,7143,7144,What are some examples of marine biotic factors?,What are examples of biotic and abiotic components?,0
3606,7145,7146,Which physical traits are women truly and honestly most attracted to?,"What are the most attractive physical traits of a man, according to Indian women?",0
3607,7147,7148,What kind of evidence has been found on Mars that would suggest the existence of extraterrestrial life?,Is there any proof or evidence of alien / extraterrestrial life existence?,0
3608,7149,7150,What makes a happy teenager?,What makes you happy?,0
3609,7151,7152,Does coffee stop or interfere with sleeping?,Coffee can interfere with sleep at night?,1
3610,7153,7154,How do I to meditate?,How can i meditate?,1
3611,7155,7156,What is your view/opinion about Brexit?,What is your opinion on brexit?,1
3612,7157,7158,"When a police officer pulls you over and you drive into your own driveway, what will the police do?",Can a police officer demand payment when they pull you over?,0
3613,7159,7160,I have been having pain in the right testicle for the past few days. It started randomly at night while sleeping. What could be the reason?,I would like to learn provincial energy prices of Mexico. Anybody can direct me somewhere?,0
3614,7161,7162,How do I upgrade the Intex Aqua Power to Lolipop?,The volume down+power key is not working in my mobile Intex Aqua Speed. What should I do?,0
3615,7163,7164,Why are books better than television?,Are movies better than books?,0
3616,7165,7166,How can I get rid of pimples all over my face?,What is the best way to get rid of acne?,1
3617,7167,7168,What is the best way to increase traffic for a new blog?,How can I increase traffic very soon on my blog?,1
3618,5895,7169,Can u get pregnant the day after your period ends?,Can I get pregnant 3 days after period if I bled for not even a full 3 days?,1
3619,7170,7171,"How can some people write such long question details on Quora, while I have word limitations?",How do I get to use more than 300 characters when asking questions on Quora?,0
3620,7172,7173,"If you had a box of chocolates containing 5 grams of every known element, how many could you eat before dying and what would be the cause of death?","If I went to space and had an empty box/container and went outside to fill that box with space, what would be inside the box?",0
3621,7174,7175,How can I increase my Snapchat score instantly?,Is Snapchat dead?,0
3622,7176,7177,Tinder - how do I delete my interests?,Are the 'interests' on the Tinder app only displayed when there is a common interest?,0
3623,7178,7179,How can I learn better in school/ How can I get better grades in school?,How can you get the best grades at school?,1
3624,7180,7181,What were Fidel Castro's accomplishments?,Who is Fidel Castro?,0
3625,7182,7183,What are some medications similar to antibiotics that you can purchase over the counter and without a prescription?,Are there any antibiotics that can be purchased over the counter?,0
3626,7184,7185,Can you please let me know the password of your email-id? I need it for checking some things. INTERVIEW ANSWER TO THIS QUESTION,Can you please let me know the password of your email-id? I need it for checking some things.,1
3627,7186,7187,How does packet switched network differs from circuit switched network?,How does packet switched network differ from circuit switched network?,1
3628,2267,7188,How can I meet Modi?,How can I meet PM modi?,1
3629,7189,7190,Can anyone apply to Google?,How do I have to apply to work at Google?,1
3630,7191,7192,Can I get into M.tech program through UPSEE?,Can I get admission in M.tech program through UPSEE?,1
3631,7193,7194,How beautiful will be the world if money won't exists (I mean you get everything you want for free)?,What are ways to be less violent?,0
3632,7195,7196,How can I be the top 1% of the world?,What are 10 life lessons that you have learned in your life?,0
3633,7197,7198,What is the purpose of the Apple logo sticker that comes with Mac products?,Why do people like Apple products?,0
3634,7199,7200,When did social media for health care start and what was the first site?,Can Pharma Develop Mobile Apps Likely to be useful in Engaging Doctors?,0
3635,4544,7201,How do I make money starting a blog?,How do I make money from blog?,1
3636,7202,7203,If we evolved from apes then why are there still apes around today?,If we have evolved from ages then why are apes around us?,1
3637,7204,7205,How do I become an ambassador?,How would one become an ambassador?,1
3638,7206,7207,What is the reliable broker for trading binary option with instant demo?,Is there a platform or broker that provides automatic binary options trading?,0
3639,7208,7209,Why doesn't the elite decide peacefully about power sharing for 10 years each and stop the whole BS of elections and politics?,What do Americans think about the two year long political drama that transpires before the POTUS is decided in the Presidential elections?,0
3640,7210,7211,What are the different ways to rank keyword through Facebook?,What are the different ways to rank a keyword through Facebook?,1
3641,7212,7213,What makes me smarter than other people?,What makes people smarter than the others?,1
3642,7214,7215,What is bio organics?,What is a bio?,0
3643,7216,7217,Can mechatronics engineer work in Marine engineering?,What is the difference between mechatronics engineering and control engineering?,0
3644,2741,7218,Is it feasible to build a wall between the US and Mexico as Donald Trump claims he would do?,Is the US really going to copy the Chinese Great Wall to build a wall between the US and Mexico? And would it become a tourist attraction site?,0
3645,7219,7220,How do I start a random conversation with a girl I don't know?,How do I start a conversation with a girl I don't know?,1
3646,7221,7222,What is the difference between faith and belief?,What is difference between faith and belief?,1
3647,7223,7224,What are the best books for cat section wise?,What are the section-wise best books to prepare for CAT?,1
3648,7225,7226,Can you die from a lack of sleep?,Can someone die from lack of sleep?,1
3649,7227,7228,What do you think about the Bajaj Dominar 400?,When will Bajaj Avenger 400 launched?,0
3650,7229,7230,What is the significance of pi (3.14159265359)?,What is the significance of the numbers in Pi?,1
3651,7231,7232,How can I earn Rs.100 per day?,How can i earn Rs. 500 to Rs. 1000 in a day from online surveys?,0
3652,7233,7234,Are there any problems with the Samsung Galaxy S7?,Was Samsung Galaxy S7 a hit?,0
3653,7235,7236,What is the best Mature Linux distro for beginners to advanced users?,What's the best Linux operating System distro for beginners?,1
3654,7237,7238,"How do I stop overanalyzing everything, including my feelings?",How can I stop overthinking or overanalyzing on things?,1
3655,7239,7240,What are electron configurations?,What is the electron configuration of oxygen?,0
3656,7241,7242,Where can I get free ebooks?,Where can I get free ebooks for my website?,0
3657,7243,7244,What existed before space and time?,What existed before the beginning of the time?,1
3658,7245,7246,"Light needs a medium to travel, so how does sunlight come from space?",For a minute if we suppose that there is an atmosphere in space . As sound need medium to travel. What we will be hearing in empty space?,0
3659,7247,7248,Is there any commerce-field related internship in ONGC?,Are there any opportunities like internship in chemical engineering field for first year student in India?,0
3660,7249,7250,Is it bad to rev your engine in park?,Is it bad to rev your engine while you are in park?,1
3661,7251,7252,Is it possible to get pregnant if a couple is trying just 4 days before her menstrual cycle?,Can you get pregnant 8 days before your period?,1
3662,7253,7254,"What are the main imports and exports of Venezuela, and how does Venezuela's industry compare to Canada's?","What are the main imports and exports of Venezuela, and how does Venezuela's industry compare to Brazil's?",0
3663,7255,7256,What can I do after my MBBs?,What do i do after my MBBS ?,1
3664,7257,7258,Why are there so many Anti-Semitic questions on Quora?,Why are there so many anti-Israel/Jewish questions on Quora?,1
3665,7259,7260,What is mass of the sun?,What is the mass of our sun?,1
3666,7261,7262,How can I prepare for UPSC?,How can I prepare for UPSC CSE?,0
3667,7263,7264,"How do you start your own FM radio station, and how much would it cost?",What are all the equipments that I would need to start a radio station of my own?,0
3668,7265,7266,Where exactly is the house in Days of Heaven located?,Star Wars: What exactly is Yoda?,0
3669,7267,7268,How can I meet to Cristiano Ronaldo?,How did Cristiano Ronaldo learn to run so fast?,0
3670,7269,7270,"Every country send their own satellites, who monitors their orbitals are not overlapping?",Graduate degree in CS from New Mexico Highlands University. Worth it?,0
3671,7271,7272,Which is the best book for studying engineering mechanics (dynamics)?,Which book is the best for study of Engineering Economics?,0
3672,7273,7274,What do you mean by perfection?,What does perfect actually mean?,0
3673,7275,7276,Why are Unreal Engine 4 and Unity 5 now free?,Unity (Game Engine): When will Unity3D 4.3 release?,0
3674,7277,7278,What does a woman mean when she says she loves you but wants no relationships at all she needs time to herself?,I want to tell a woman that I love her. But she says that she is engaged. What should I do now?,0
3675,7279,7280,What's the average conversion rate for online retail store traffic?,What is the average conversion rate of e-commerce sites?,1
3676,7281,7282,Is inter-caste marriage with minority Brahmins prevalent in South India?,What are the contributions of Brahmins to Indian society?,0
3677,7283,7284,What is the best natural remedy for cough and cold?,What are the best natural remedies for cold symptoms?,0
3678,7285,7286,Which is best gadget?,Which is your best gadget?,1
3679,7287,7288,Who will be the future captain of the Indian Cricket Team after MSD?,Do you think MS Dhoni is the best captain?,0
3680,7289,7290,Why did Apple choose nine minutes as the default time delay for the snooze button?,How can I change the snooze time on the iPhone 4?,0
3681,7291,7292,"Does Sheldon, Penny, Leonard and Howard know about the 'caste' of Rajesh Koothrapalli?",How many times has Raj Koothrappali been left alone in the living room of Leonard and Sheldon's apartment?,0
3682,7293,7294,"What psychoanalytic ideas are used in advertising, marketing and communications today?",Are subliminal messages really used in advertising today?,0
3683,7295,7296,What is the sense of life?,What do you think is the ultimate meaning of life?,1
3684,7297,7298,How can you own an owl? What are the steps?,Do owls hoot at sunrise and sunset?,0
3685,7299,7300,What will happen if two black holes collide?,What happened to the event horizons of the two black holes that merged sendig to us gravitational waves?,1
3686,7301,7302,Where does dreams come from?,Where do dreams come from?,1
3687,7303,7304,I'm a dentist practicing for the last 14 years and want to change my profession. What are the possibilities?,"I'm in my last year of dentistry, but I don't want to be a dentist. What should I do to work in some field of pharmacy?",0
3688,7305,7306,What are the things that make Indians happy and proud?,What are the few things that make Indians happy?,1
3689,7307,7308,How can one become a professional singer?,How can I become a singer?,0
3690,7309,7310,What is the starting salary of a sound engineer in india?,What is the basic starting salary of an engineer in Telecom Domain in India?,0
3691,7311,7312,How will the ban of 1000 and 500 rupee notes affect the Indian economy?,How will discontinuing ₹500 and ₹1000 notes affect India's economy?,1
3692,7313,7314,Why should people be kind?,Why should we be more kind?,1
3693,7315,7316,How do small company grow into a big company?,How can a small company grow big?,1
3694,7317,7318,What is the best way to deal with someone who always tries to one up you?,How can I be happy if I don't have any reason to be?,0
3695,7319,637,How can I become a billionaire in mindset?,How can I become a billionaire (in finance)?,1
3696,7320,7321,"Which is the best DTH service provider in India? Tata Sky, DishTv or Airtel?",Airtel Dish TV or Tata Sky - which one should I choose?,0
3697,7322,7323,How do I fit into a friend group?,Does god listen our requests?,0
3698,7324,7325,What is the best way to reduce belly and arm fat?,How can I reduce my Belly and tummy fat?,1
3699,7326,7327,How to create 3d animations?,What are the most effective 3D animation softwares to use?,0
3700,7328,7329,How do I know if I was abused?,How can I know if I have been emotionally abused?,1
3701,7330,7331,I want to learn Java but not only syntax but also want to learn how to crack complex problems from where should I take coaching of it in Delhi?,I learned Python and now I want to learn an OOP language. Should I learn Java or C++?,0
3702,7332,7333,What is the best programming language I should start learning?,What are good programming language to start with before I advance?,1
3703,7334,7335,Why are most Quora answers so long?,Why do Quora users write very long answers to most of the questions? Is it not a skill to give answer very precisely and shortly?,1
3704,7336,7337,Is it wrong to date a 25 years old guy while I'm 21?,How creepy is it for a 25 year old guy to date a 18-20 year old girl?,0
3705,7338,7339,What is the quickest way to get meth out your system?,Do cranberry supplements help flush meth out of your system?,1
3706,7340,7341,What is it like to live in the San Francisco Tenderloin?,What is it like to live in San Francisco?,0
3707,7342,7343,Why is nobody answering my questions in Quora?,Why are my questions not answered on Quora?,1
